Site,Date,Depth,Temp
10_tom,2025-05-04,10,8.137546934187412
10_tom,2025-05-04,15,7.186101883649826
10_tom,2025-05-04,20,6.642628267407417
10_tom,2025-05-04,30,5.029053635895252
10_tom,2025-05-04,40,4.186742775142193
10_tom,2025-05-04,50,3.9779961705207834
10_tom,2025-05-05,5,8.508163712918758
10_tom,2025-05-05,10,8.306741550564766
10_tom,2025-05-05,15,7.304025404155254
10_tom,2025-05-05,20,6.769341118633747
10_tom,2025-05-05,30,5.062746070325375
10_tom,2025-05-05,40,4.192602328956127
10_tom,2025-05-05,50,3.988250389695168
10_tom,2025-05-06,5,8.642933450639248
10_tom,2025-05-06,10,8.428327292203903
10_tom,2025-05-06,15,7.4959257915616035
10_tom,2025-05-06,20,6.952452175319195
10_tom,2025-05-06,30,5.097170948982239
10_tom,2025-05-06,40,4.201391659677029
10_tom,2025-05-06,50,3.9992370530962944
10_tom,2025-05-07,5,8.924924477934837
10_tom,2025-05-07,10,8.465681947767735
10_tom,2025-05-07,15,7.487136460840702
10_tom,2025-05-07,20,6.953184619545937
10_tom,2025-05-07,30,4.981444761157036
10_tom,2025-05-07,40,4.176488555967808
10_tom,2025-05-07,50,3.9992370530962944
10_tom,2025-05-08,5,9.192266620695593
10_tom,2025-05-08,10,8.653920114040375
10_tom,2025-05-08,15,7.6292306408286095
10_tom,2025-05-08,20,7.120914347469807
10_tom,2025-05-08,30,5.023194082081318
10_tom,2025-05-08,40,4.193334773182869
10_tom,2025-05-08,50,4.012421049177647
10_tom,2025-05-09,5,9.258186601102352
10_tom,2025-05-09,10,8.865596495568752
10_tom,2025-05-09,15,7.715659059584141
10_tom,2025-05-09,20,7.21246987581253
10_tom,2025-05-09,30,5.037110522389412
10_tom,2025-05-09,40,4.206518769264221
10_tom,2025-05-09,50,4.026337489485741
10_tom,2025-05-10,5,9.365123458206654
10_tom,2025-05-10,10,8.919064924120903
10_tom,2025-05-10,15,7.774987041950226
10_tom,2025-05-10,20,7.27765741199255
10_tom,2025-05-10,30,5.033448301255703
10_tom,2025-05-10,40,4.2160405442118645
10_tom,2025-05-10,50,4.037324152886868
10_tom,2025-05-11,5,9.594378501176834
10_tom,2025-05-11,10,8.945432916283607
10_tom,2025-05-11,15,7.813074141740799
10_tom,2025-05-11,20,7.295236073434353
10_tom,2025-05-11,30,5.021729193627834
10_tom,2025-05-11,40,4.219702765345573
10_tom,2025-05-11,50,4.046845927834511
10_tom,2025-05-12,5,9.87490464001894
10_tom,2025-05-12,10,9.295541256666183
10_tom,2025-05-12,15,8.00570697337389
10_tom,2025-05-12,20,7.47395246475935
10_tom,2025-05-12,30,5.167485594749451
10_tom,2025-05-12,40,4.255592532455921
10_tom,2025-05-12,50,4.068086810410023
10_tom,2025-05-13,5,9.967925056815147
10_tom,2025-05-13,10,9.529923409223557
10_tom,2025-05-13,15,8.114108718931675
10_tom,2025-05-13,20,7.568437770009041
10_tom,2025-05-13,30,5.256111346185207
10_tom,2025-05-13,40,4.280495636165142
10_tom,2025-05-13,50,4.086397916078568
10_tom,2025-05-14,5,10.168614774942398
10_tom,2025-05-14,10,9.513077192008495
10_tom,2025-05-14,15,8.145603820681572
10_tom,2025-05-14,20,7.577227100729942
10_tom,2025-05-14,30,5.230475798249245
10_tom,2025-05-14,40,4.288552522659302
10_tom,2025-05-14,50,4.098849467933178
10_tom,2025-05-15,5,10.542893774807451
10_tom,2025-05-15,10,9.828760653734207
10_tom,2025-05-15,15,8.331644654273987
10_tom,2025-05-15,20,7.722983501851559
10_tom,2025-05-15,30,5.331553101539612
10_tom,2025-05-15,40,4.325907178223133
10_tom,2025-05-15,50,4.125949904322624
10_tom,2025-05-16,5,10.81975769251585
10_tom,2025-05-16,10,10.375164046883585
10_tom,2025-05-16,15,8.658314779400826
10_tom,2025-05-16,20,7.945646546781063
