N,itm,Date,t,s
1,1,2025-10-28 18:30:00,13.97,33.0
2,2,2025-10-28 19:30:00,13.92,33.0
3,3,2025-10-28 20:30:00,13.88,32.9
4,4,2025-10-28 21:30:00,13.82,32.9
5,5,2025-10-28 22:30:00,13.76,32.9
6,6,2025-10-28 23:30:00,13.71,32.8
7,7,2025-10-29 00:30:00,13.66,32.8
8,8,2025-10-29 01:30:00,13.63,32.7
9,9,2025-10-29 02:30:00,13.62,32.7
10,10,2025-10-29 03:30:00,13.62,32.7
11,11,2025-10-29 04:30:00,13.61,32.7
12,12,2025-10-29 05:30:00,13.6,32.7
13,13,2025-10-29 06:30:00,13.59,32.7
14,14,2025-10-29 07:30:00,13.56,32.6
15,15,2025-10-29 08:30:00,13.53,32.6
16,16,2025-10-29 09:30:00,13.5,32.6
17,17,2025-10-29 10:30:00,13.46,32.6
18,18,2025-10-29 11:30:00,13.41,32.6
19,19,2025-10-29 12:30:00,13.38,32.6
20,20,2025-10-29 13:30:00,13.35,32.6
21,21,2025-10-29 14:30:00,13.32,32.6
22,22,2025-10-29 15:30:00,13.29,32.6
23,23,2025-10-29 16:30:00,13.27,32.5
24,24,2025-10-29 17:30:00,13.24,32.5
25,25,2025-10-29 18:30:00,13.2,32.5
26,26,2025-10-29 19:30:00,13.15,32.5
27,27,2025-10-29 20:30:00,13.11,32.5
28,28,2025-10-29 21:30:00,13.08,32.5
29,29,2025-10-29 22:30:00,13.05,32.5
30,30,2025-10-29 23:30:00,13.04,32.5
31,31,2025-10-30 00:30:00,13.03,32.5
32,32,2025-10-30 01:30:00,13.03,32.5
33,33,2025-10-30 02:30:00,13.04,32.5
34,34,2025-10-30 03:30:00,13.06,32.5
35,35,2025-10-30 04:30:00,13.1,32.5
36,36,2025-10-30 05:30:00,13.16,32.6
37,37,2025-10-30 06:30:00,13.24,32.7
38,38,2025-10-30 07:30:00,13.33,32.8
39,39,2025-10-30 08:30:00,13.4,32.9
40,40,2025-10-30 09:30:00,13.5,33.0
41,41,2025-10-30 10:30:00,13.62,33.1
42,42,2025-10-30 11:30:00,13.74,33.2
43,43,2025-10-30 12:30:00,13.87,33.3
44,44,2025-10-30 13:30:00,13.99,33.3
45,45,2025-10-30 14:30:00,14.07,33.4
46,46,2025-10-30 15:30:00,14.13,33.4
47,47,2025-10-30 16:30:00,14.19,33.5
48,48,2025-10-30 17:30:00,14.24,33.5
49,49,2025-10-30 18:30:00,14.28,33.5
50,50,2025-10-30 19:30:00,14.3,33.5
51,51,2025-10-30 20:30:00,14.31,33.5
52,52,2025-10-30 21:30:00,14.31,33.5
53,53,2025-10-30 22:30:00,14.32,33.5
54,54,2025-10-30 23:30:00,14.33,33.5
55,55,2025-10-31 00:30:00,14.34,33.5
56,56,2025-10-31 01:30:00,14.34,33.5
57,57,2025-10-31 02:30:00,14.32,33.4
58,58,2025-10-31 03:30:00,14.31,33.4
59,59,2025-10-31 04:30:00,14.3,33.4
60,60,2025-10-31 05:30:00,14.31,33.4
61,61,2025-10-31 06:30:00,14.32,33.4
62,62,2025-10-31 07:30:00,14.32,33.5
63,63,2025-10-31 08:30:00,14.32,33.5
64,64,2025-10-31 09:30:00,14.32,33.5
65,65,2025-10-31 10:30:00,14.31,33.5
66,66,2025-10-31 11:30:00,14.31,33.5
67,67,2025-10-31 12:30:00,14.3,33.5
68,68,2025-10-31 13:30:00,14.24,33.4
69,69,2025-10-31 14:30:00,14.22,33.4
70,70,2025-10-31 15:30:00,14.21,33.5
71,71,2025-10-31 16:30:00,14.21,33.5
72,72,2025-10-31 17:30:00,14.22,33.5
73,73,2025-10-31 18:30:00,14.23,33.5
74,74,2025-10-31 19:30:00,14.23,33.5
75,75,2025-10-31 20:30:00,14.21,33.5
76,76,2025-10-31 21:30:00,14.2,33.5
77,77,2025-10-31 22:30:00,14.2,33.5
78,78,2025-10-31 23:30:00,14.2,33.5
79,79,2025-11-01 00:30:00,14.2,33.4
80,80,2025-11-01 01:30:00,14.19,33.4
81,81,2025-11-01 02:30:00,14.18,33.4
82,82,2025-11-01 03:30:00,14.17,33.4
83,83,2025-11-01 04:30:00,14.13,33.3
84,84,2025-11-01 05:30:00,14.05,33.2
85,85,2025-11-01 06:30:00,13.96,33.1
86,86,2025-11-01 07:30:00,13.88,33.0
87,87,2025-11-01 08:30:00,13.82,33.0
88,88,2025-11-01 09:30:00,13.77,33.0
89,89,2025-11-01 10:30:00,13.76,32.9
90,90,2025-11-01 11:30:00,13.84,33.0
91,91,2025-11-01 12:30:00,13.96,33.1
92,92,2025-11-01 13:30:00,14.02,33.1
93,93,2025-11-01 14:30:00,13.97,33.1
94,94,2025-11-01 15:30:00,13.85,33.0
95,95,2025-11-01 16:30:00,13.77,32.9
96,96,2025-11-01 17:30:00,13.73,32.8
97,97,2025-11-01 18:30:00,13.69,32.8
98,98,2025-11-01 19:30:00,13.62,32.8
99,99,2025-11-01 20:30:00,13.55,32.7
100,100,2025-11-01 21:30:00,13.49,32.7
101,101,2025-11-01 22:30:00,13.45,32.7
102,102,2025-11-01 23:30:00,13.44,32.7
103,103,2025-11-02 00:30:00,13.45,32.7
104,104,2025-11-02 01:30:00,13.49,32.7
105,105,2025-11-02 02:30:00,13.54,32.8
106,106,2025-11-02 03:30:00,13.61,32.8
107,107,2025-11-02 04:30:00,13.67,32.9
108,108,2025-11-02 05:30:00,13.69,32.9
109,109,2025-11-02 06:30:00,13.68,32.9
110,110,2025-11-02 07:30:00,13.7,32.9
111,111,2025-11-02 08:30:00,13.75,32.9
112,112,2025-11-02 09:30:00,13.81,32.9
113,113,2025-11-02 10:30:00,13.85,33.0
114,114,2025-11-02 11:30:00,13.86,33.0
115,115,2025-11-02 12:30:00,13.84,33.0
116,116,2025-11-02 13:30:00,13.75,33.0
117,117,2025-11-02 14:30:00,13.45,32.8
118,118,2025-11-02 15:30:00,13.21,32.7
119,119,2025-11-02 16:30:00,13.2,32.7
120,120,2025-11-02 17:30:00,13.22,32.8
121,121,2025-11-02 18:30:00,13.24,32.8
122,122,2025-11-02 19:30:00,13.26,32.9
123,123,2025-11-02 20:30:00,13.28,32.9
124,124,2025-11-02 21:30:00,13.32,32.9
125,125,2025-11-02 22:30:00,13.35,33.0
126,126,2025-11-02 23:30:00,13.39,33.0
127,127,2025-11-03 00:30:00,13.42,33.0
128,128,2025-11-03 01:30:00,13.44,33.1
129,129,2025-11-03 02:30:00,13.46,33.1
130,130,2025-11-03 03:30:00,13.47,33.1
131,131,2025-11-03 04:30:00,13.48,33.1
132,132,2025-11-03 05:30:00,13.49,33.1
133,133,2025-11-03 06:30:00,13.49,33.1
134,134,2025-11-03 07:30:00,13.48,33.1
135,135,2025-11-03 08:30:00,13.47,33.1
136,136,2025-11-03 09:30:00,13.45,33.1
137,137,2025-11-03 10:30:00,13.43,33.1
138,138,2025-11-03 11:30:00,13.4,33.1
139,139,2025-11-03 12:30:00,13.38,33.1
140,140,2025-11-03 13:30:00,13.35,33.1
141,141,2025-11-03 14:30:00,13.32,33.0
142,142,2025-11-03 15:30:00,13.3,33.0
143,143,2025-11-03 16:30:00,13.27,33.0
144,144,2025-11-03 17:30:00,13.25,33.0
145,145,2025-11-03 18:30:00,13.23,33.0
146,146,2025-11-03 19:30:00,13.21,33.0
147,147,2025-11-03 20:30:00,13.19,33.0
148,148,2025-11-03 21:30:00,13.18,33.0
149,149,2025-11-03 22:30:00,13.17,33.0
150,150,2025-11-03 23:30:00,13.16,33.0
151,151,2025-11-04 00:30:00,13.16,33.0
152,152,2025-11-04 01:30:00,13.17,33.0
153,153,2025-11-04 02:30:00,13.17,33.0
154,154,2025-11-04 03:30:00,13.18,33.0
155,155,2025-11-04 04:30:00,13.18,33.0
156,156,2025-11-04 05:30:00,13.2,33.0
157,157,2025-11-04 06:30:00,13.21,33.0
158,158,2025-11-04 07:30:00,13.22,33.1
159,159,2025-11-04 08:30:00,13.24,33.1
160,160,2025-11-04 09:30:00,13.26,33.1
161,161,2025-11-04 10:30:00,13.28,33.1
162,162,2025-11-04 11:30:00,13.3,33.1
163,163,2025-11-04 12:30:00,13.33,33.2
164,164,2025-11-04 13:30:00,13.35,33.2
165,165,2025-11-04 14:30:00,13.37,33.2
166,166,2025-11-04 15:30:00,13.39,33.2
